fecha,profundidad,temperatura,salinidad,oxigeno_disuelto
2023-01-01,164.26579793099293,25.27725011843886,35.19988746891244,4.649984961235692
2023-01-01,176.52803200550827,23.04890513662948,35.241471078625814,4.457953613237219
2023-01-01,374.54011884736246,22.27381024137847,35.38978359553478,4.087914545243904
2023-01-01,386.10263780077423,24.40752667315284,35.43921229802923,3.784328616374173
2023-01-01,393.8644056541585,20.565936474063722,35.470788969610155,3.7933018912903003
2023-01-02,220.48620907017536,22.44732160987117,35.27866410504206,4.580114134481683
2023-01-02,651.2329770414921,18.608799750465927,35.66387425998486,2.523272355474384
2023-01-02,814.5747202313821,20.38374477688007,35.6733452882384,1.7699996098748156
2023-01-02,950.7143064099162,18.839652978449063,36.068937709303746,1.2845546111888817
2023-01-02,961.1905638239142,20.52608040264378,36.12344039791402,1.1072898127163895
2023-01-03,106.59303030799072,23.00485131000071,34.98883192952681,4.515653929200434
2023-01-03,186.4382621442545,23.48490037810674,35.145425637625785,5.061540109803464
2023-01-03,665.1972206962001,22.048423181794757,35.67421548444589,2.2178421282137144
2023-01-03,731.9939418114051,20.969848723266427,35.84806384217112,1.9889695243746512
2023-01-03,905.3506419560638,19.81595689242605,35.90757103541033,1.0104034707750966
2023-01-04,195.79113478929645,25.84158778631583,35.04969864092413,4.145549259157117
2023-01-04,523.0654247691193,23.48214262139909,35.47087474975862,3.0701612944811805
2023-01-04,598.6584841970366,22.00835564022876,35.587093127342214,2.7180852205231405
2023-01-04,657.8453046030361,18.712565281742005,35.84515574706551,3.0786074911612147
2023-01-04,779.5844735667533,18.616620593595364,35.8080320365132,2.382654063491012
2023-01-05,69.36130087516545,26.522934160704846,35.00063864778377,4.916581267042167
2023-01-05,156.01864044243652,24.358779462654365,35.18127763318035,4.403614921813093
2023-01-05,350.1252591667301,21.761098368955082,35.45363815078441,3.6888010461800476
2023-01-05,358.8304841235025,24.00602603668878,35.409518229762554,3.881011702251505
2023-01-05,999.4137257706666,15.825131723215945,36.097220912500376,1.1096395979355633
2023-01-06,48.21203886055603,22.644680290791662,35.051974671245056,5.807773601959235
2023-01-06,57.84267656339637,23.030946335657728,35.10239913469115,5.139066930088337
2023-01-06,100.77800137742665,26.99695213093342,34.92283505649227,4.533580628198558
2023-01-06,155.99452033620264,24.317176916723156,35.22125916105391,4.538331844398862
2023-01-06,877.2005408131083,20.26094825606488,35.86451246940289,1.7269779176083164
2023-01-07,18.22182565154973,27.099599613773513,35.147247938556156,5.357600775102111
2023-01-07,58.08361216819946,24.230014965875917,34.944314866513125,5.315170364594489
2023-01-07,392.4451074226354,22.947587895034204,35.30984668961999,4.125561043444707
2023-01-07,969.1026301408114,17.353638274414237,36.155000399585155,1.340002947205378
2023-01-07,977.1741842213173,16.881764363564102,35.949824086041325,1.573834540260296
2023-01-08,94.4429607559284,27.44403237030966,35.17085349038874,4.867096536387622
2023-01-08,406.9079607228706,20.01715886350325,35.426775546475874,3.882606634074072
2023-01-08,816.599439471577,21.628701583199156,35.740570344715174,1.3193788634394006
2023-01-08,866.1761457749352,19.583886465003513,35.987436969516985,1.7560729618930861
2023-01-08,883.7858849634257,18.105018361010067,35.98200378364009,2.218239371436037
2023-01-09,439.13490857021844,22.70815880480277,35.63238085831517,3.5199661371980895
2023-01-09,601.1150117432088,21.405589556368312,35.77459820086593,2.915153752498158
2023-01-09,683.0067734163569,22.52644681701685,35.63286984624958,2.4042286399201043
2023-01-09,870.7534503372591,17.04161240136831,35.92250546025301,2.06535592913982
2023-01-09,927.752283195213,17.002752071545586,36.09959299046006,1.4731725472756028
2023-01-10,71.18864846022899,26.39697841219117,34.929382656263336,4.483489529436796
2023-01-10,376.9444294249076,24.121686761784623,35.421296803271154,3.9414567438612846
2023-01-10,708.0725777960455,20.326769877356853,35.824575788279994,2.4276020968367864
2023-01-10,782.3854840582735,17.750172059703917,35.57908541049127,2.398082023080985
2023-01-10,994.9078226464353,16.621039059255942,35.745673509853425,1.1771799321015903
2023-01-11,20.584494295802447,24.637655883044943,34.89602510313435,5.294738915522092
2023-01-11,173.89524921948728,22.939041330064498,35.183562861333506,5.14210549827215
2023-01-11,318.9756302937613,24.756739645476603,35.23564613446951,3.824356201142154
2023-01-11,462.6797856696064,23.431018848265154,35.292466915015765,3.318594701937679
2023-01-11,567.0162609866678,20.04530001773635,35.77825123193524,2.9400338207050707
2023-01-12,301.3778741641421,24.041838041271397,35.35645664767581,3.621292334313496
2023-01-12,396.24201890265874,21.12081426644022,35.363848768807436,3.945689919895159
2023-01-12,738.4492092513265,18.076789012659734,35.65946077833463,2.4970794977514683
2023-01-12,844.8753109694545,21.21077569092726,35.78104761439974,1.5150225859381903
2023-01-12,969.9098521619943,18.123780347454097,35.77290980662011,1.3271808765525055
2023-01-13,23.271935735825867,25.667116527270444,35.034212695637834,5.126117777772909
2023-01-13,747.6093801762511,21.128228151784384,35.72814171394045,1.8909223689703216
2023-01-13,758.2384757040913,18.54441744147274,35.74574050267267,2.5649658827920176
2023-01-13,832.4426408004217,18.789101180517104,35.903314508152214,1.8714351885566036
2023-01-13,878.5155613013479,18.124495244932962,35.878324998002476,1.5990049144916654
2023-01-14,212.33911067827614,22.71469724717611,35.136320165782074,4.341678402275971
2023-01-14,404.140321651033,20.185900574310327,35.40762700992895,4.09153393474802
2023-01-14,502.72039009247914,21.93364035219873,35.503180498802195,3.3587479842531947
2023-01-14,696.0206180537922,18.876803692515317,35.61552467604338,2.4867966324443143
2023-01-14,814.4684825889358,21.51811711741254,35.822044416908774,1.692810819081324
2023-01-15,153.89590633985506,22.41986301100244,35.193515846378276,4.96820699765467
2023-01-15,181.82496720710063,24.17670222283297,35.2105383026194,4.518721943479083
2023-01-15,232.2126951468173,24.77482850677235,35.314201510545,4.419893132565346
2023-01-15,281.8547747733999,24.056276168499505,35.41599797231077,3.959850867865837
2023-01-15,327.0331615632387,21.15707940208343,35.52671818343212,4.106082061615585
2023-01-16,118.16482762165626,26.38942516806183,35.04888934185185,4.813277491675578
2023-01-16,183.4045098534338,23.984959683012573,35.33691938185419,4.862389728665379
2023-01-16,667.5933855635847,18.56984719908097,35.65878100146291,2.7857224450346445
2023-01-16,815.8331249906178,18.49583441587343,35.634997481748876,2.3343773058972173
2023-01-16,899.5745732745685,20.553209316994508,36.017897290645855,1.5813101415959103
2023-01-17,224.44057183666067,22.506128585928135,35.26478425812379,4.598216106876723
2023-01-17,304.24224295953775,22.883759189438962,35.2385467253197,4.508071696669403
2023-01-17,383.8912213732114,23.050647880081524,35.29800994858114,3.619277316416153
2023-01-17,696.7371653641507,21.78265815420744,35.54591837992876,2.491358628626057
2023-01-17,807.8459419412586,18.258368504881204,35.966696671376624,2.106973656003436
2023-01-18,223.81761482262309,21.24160625964867,35.14664649280457,4.98136193942731
2023-01-18,524.7564316322379,21.52659437997464,35.48700096599134,3.3538134126650845
2023-01-18,543.5528611139886,22.479476542675826,35.54057869569845,3.0862646871463335
2023-01-18,628.942846779884,22.396185059696254,35.51324499926566,2.7517440078156885
2023-01-18,762.2851347766158,17.618335089023507,35.80295788172273,2.451056617322447
2023-01-19,431.94501864211577,22.400831984037996,35.45961731590095,3.9089312605841045
