FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160524;0000;5,44273;;;
160525;0000;0,473959;;;
160526;0000;;;;
160527;0000;2,14584;;;
160528;0000;5,22154;;;
160529;0000;4,61703;;;
160530;0000;3,58786;;;
160531;0000;1,77674;;;
160601;0000;2,28044;;;
160602;0000;4,13995;;;
160603;0000;3,83001;;;
160604;0000;2,25362;;;
160605;0000;0,503648;;;
160606;0000;0,635488;;;
160607;0000;1,05597;;;
160608;0000;1,12299;;;
160609;0000;1,93278;;;
160610;0000;2,07193;;;
160611;0000;1,27844;;;
160612;0000;2,41362;;;
160613;0000;0,976809;;;
160614;0000;0,830271;;;
160615;0000;1,16434;;;
160616;0000;0,902381;;;
160617;0000;1,83613;;;
160618;0000;2,74485;;;
160619;0000;5,45074;;;
160620;0000;5,30634;;;
160621;0000;2,0472;;;
160622;0000;3,12966;;;
160623;0000;1,93862;;;
160624;0000;1,01343;;;
160625;0000;0,772679;;;
160626;0000;1,56941;;;
160627;0000;4,10628;;;
160628;0000;3,00455;;;
160629;0000;0,779845;;;
160630;0000;1,82117;;;
160701;0000;1,86346;;;
160702;0000;4,99715;;;
160703;0000;2,35404;;;
160704;0000;0,655231;;;
160705;0000;0,848169;;;
160706;0000;0,617867;;;
160707;0000;0,754314;;;
160708;0000;1,02983;;;
160709;0000;1,14306;;;
160710;0000;1,89016;;;
160711;0000;1,91582;;;
160712;0000;1,37699;;;
160713;0000;1,27254;;;
160714;0000;0,587995;;;
160715;0000;1,29636;;;
160716;0000;1,52742;;;
160717;0000;2,22144;;;
160718;0000;2,36706;;;
160719;0000;4,22958;;;
160720;0000;2,21774;;;
160721;0000;1,72619;;;
160722;0000;1,34179;;;
160723;0000;1,51117;;;
160724;0000;3,0313;;;
160725;0000;1,97952;;;
160726;0000;3,46884;;;
160727;0000;1,69703;;;
160728;0000;2,33456;;;
160729;0000;2,4306;;;
160730;0000;3,21534;;;
160731;0000;2,97127;;;
160801;0000;4,02717;;;
160802;0000;3,00591;;;
160803;0000;2,27052;;;
160804;0000;1,16982;;;
160805;0000;1,01423;;;
160806;0000;1,27544;;;
160807;0000;1,08264;;;
160808;0000;0,756315;;;
160809;0000;0,909332;;;
160810;0000;1,40688;;;
160811;0000;0,945922;;;
160812;0000;1,67121;;;
160813;0000;1,00936;;;
160814;0000;1,49854;;;
160815;0000;1,72089;;;
160816;0000;2,64701;;;
160817;0000;1,66476;;;
160818;0000;1,25004;;;
160819;0000;2,18945;;;
160820;0000;0,918315;;;
160821;0000;0,477606;;;
160822;0000;0,951491;;;
160823;0000;0,930573;;;
160824;0000;1,80217;;;
160825;0000;2,30936;;;
160826;0000;1,23474;;;
160827;0000;1,4471;;;
160828;0000;1,43058;;;
160829;0000;1,29024;;;
160830;0000;0,91158;;;
160831;0000;0,743575;;;
160901;0000;0,985524;;;
160902;0000;2,55455;;;
160903;0000;3,59346;;;
160904;0000;3,11448;;;
160905;0000;1,59281;;;
160906;0000;1,21273;;;
160907;0000;1,16914;;;
160908;0000;1,09519;;;
160909;0000;1,31774;;;
160910;0000;1,58014;;;
160911;0000;2,0446;;;
160912;0000;0,803439;;;
160913;0000;0,76944;;;
160914;0000;0,867151;;;
160915;0000;0,746716;;;
160916;0000;0,927561;;;
160917;0000;1,63323;;;
160918;0000;1,21692;;;
160919;0000;1,08511;;;
160920;0000;0,496647;;;
160921;0000;0,639425;;;
160922;0000;0,731562;;;
160923;0000;1,16562;;;
160924;0000;2,28561;;;
160925;0000;1,21906;;;
160926;0000;0,691957;;;
160927;0000;1,4395;;;
160928;0000;1,14913;;;
160929;0000;0,730696;;;
160930;0000;0,793159;;;
161001;0000;0,708735;;;
161002;0000;1,55943;;;
161003;0000;1,54144;;;
161004;0000;0,940631;;;
161005;0000;0,679636;;;
161006;0000;0,477807;;;
161007;0000;0,816975;;;
161008;0000;0,803009;;;
161009;0000;0,382188;;;
161010;0000;0,39573;;;
161011;0000;0,516161;;;
161012;0000;0,603519;;;
161013;0000;0,38738;;;
161014;0000;0,713899;;;
161015;0000;0,998076;;;
161016;0000;1,05209;;;
161017;0000;0,62014;;;
161018;0000;1,31285;;;
161019;0000;1,08715;;;
161020;0000;0,445835;;;
161021;0000;0,77396;;;
161022;0000;0,913892;;;
161023;0000;0,894099;;;
161024;0000;0,572918;;;
161025;0000;0,452085;;;
161026;0000;0,543851;;;
161027;0000;0,521876;;;
161028;0000;0,425001;;;
161029;0000;0,255557;;;
161030;0000;0,256598;;;
161031;0000;0,421529;;;
161101;0000;0,294793;;;
161102;0000;0,339237;;;
161103;0000;0,484955;;;
161104;0000;0,841322;;;
161105;0000;0,522919;;;
161106;0000;0,50139;;;
161107;0000;0,612849;;;
161108;0000;0,690627;;;
161109;0000;0,345834;;;
161110;0000;0,195487;;;
161111;0000;0,101736;;;
161112;0000;0,100695;;;
161113;0000;0,102778;;;
161114;0000;0,127778;;;
161115;0000;0,210765;;;
161116;0000;0,229167;;;
161117;0000;0,136459;;;
161118;0000;0,170582;;;
161119;0000;0,101389;;;
161120;0000;0,225348;;;
161121;0000;0,111112;;;
161122;0000;0,127778;;;
161123;0000;0,109524;;;
161124;0000;0,100348;;;
161125;0000;0,100348;;;
161126;0000;0,114931;;;
161127;0000;0,100348;;;
161128;0000;0,108681;;;
161129;0000;0,101389;;;
161130;0000;0,152431;;;
161201;0000;0,184028;;;
161202;0000;0,226737;;;
161203;0000;0,324291;;;
161204;0000;0,430557;;;
161205;0000;0,167014;;;
161206;0000;0,11632;;;
161207;0000;0,134723;;;
161208;0000;0,1;;;
161209;0000;0,132639;;;
161210;0000;0,1;;;
161211;0000;0,102899;;;
161212;0000;0,131945;;;
161213;0000;0,15;;;
161214;0000;0,134028;;;
161215;0000;0,103125;;;
161216;0000;0,194928;;;
161217;0000;0,272102;;;
161218;0000;0,586113;;;
161219;0000;0,667016;;;
161220;0000;0,566669;;;
161221;0000;0,200348;;;
161222;0000;0,182639;;;
161223;0000;0,198612;;;
161224;0000;0,378474;;;
161225;0000;0,283334;;;
161226;0000;0,146875;;;
161227;0000;0,111459;;;
161228;0000;0,138044;;;
161229;0000;0,180903;;;
161230;0000;0,143056;;;
161231;0000;0,209723;;;
170101;0000;0,272917;;;
170102;0000;0,279515;;;
170103;0000;0,190625;;;
170104;0000;0,265973;;;
170105;0000;0,247918;;;
170106;0000;0,450726;;;
170107;0000;0,1875;;;
170108;0000;0,21007;;;
170109;0000;0,256251;;;
170110;0000;0,169477;;;
170111;0000;0,190625;;;
170112;0000;0,304862;;;
170113;0000;0,134028;;;
170114;0000;0,143403;;;
170115;0000;0,111459;;;
170116;0000;0,258195;;;
170117;0000;0,120077;;;
170118;0000;0,184917;;;
170119;0000;0,159236;;;
170120;0000;0,13257;;;
170121;0000;0,154243;;;
170122;0000;0,227414;;;
170123;0000;0,287688;;;
170124;0000;0,175747;;;
170125;0000;0,126757;;;
170126;0000;0,153184;;;
170127;0000;0,161903;;;
170128;0000;0,179322;;;
170129;0000;0,219108;;;
170130;0000;0,280705;;;
170131;0000;0,303702;;;
170201;0000;0,211118;;;
170202;0000;0,22078;;;
170203;0000;0,147595;;;
170204;0000;0,258858;;;
170205;0000;0,15774;;;
170206;0000;0,200948;;;
170207;0000;0,122893;;;
170208;0000;0,169733;;;
170209;0000;0,186549;;;
170210;0000;0,146172;;;
170211;0000;0,141153;;;
170212;0000;0,195876;;;
170213;0000;0,143948;;;
170214;0000;0,20631;;;
170215;0000;0,12798;;;
170216;0000;0,192709;;;
170217;0000;0,120718;;;
170218;0000;0,168403;;;
170219;0000;0,126736;;;
170220;0000;0,157639;;;
170221;0000;0,140973;;;
170222;0000;0,141088;;;
170223;0000;0,120834;;;
170224;0000;0,135764;;;
170225;0000;0,16007;;;
170226;0000;0,142709;;;
170227;0000;0,101042;;;
170228;0000;0,140973;;;
170301;0000;0,165626;;;
170302;0000;0,142362;;;
170303;0000;0,257292;;;
170304;0000;0,244792;;;
170305;0000;0,268056;;;
170306;0000;0,560418;;;
170307;0000;0,634377;;;
170308;0000;0,32882;;;
170309;0000;0,156598;;;
170310;0000;0,1;;;
170311;0000;0,119098;;;
170312;0000;0,1;;;
170313;0000;0,249654;;;
170314;0000;0,175363;;;
170315;0000;0,197917;;;
170316;0000;0,167029;;;
170317;0000;0,256945;;;
170318;0000;0,16632;;;
170319;0000;0,103472;;;
170320;0000;0,175;;;
170321;0000;0,169445;;;
170322;0000;0,417362;;;
170323;0000;0,285418;;;
170324;0000;0,234698;;;
170325;0000;0,356281;;;
170326;0000;0,136806;;;
170327;0000;0,259059;;;
170328;0000;1,15348;;;
170329;0000;0,70278;;;
170330;0000;;;;
170331;0000;0,377779;;;
170401;0000;0,917017;;;
170402;0000;0,699655;;;
170403;0000;0,240626;;;
170404;0000;0,267046;;;
170405;0000;0,293404;;;
170406;0000;0,652084;;;
170407;0000;1,1441;;;
170408;0000;1,53831;;;
170409;0000;0,346876;;;
170410;0000;0,354515;;;
170411;0000;0,717363;;;
170412;0000;2,99887;;;
170413;0000;4,13126;;;
170414;0000;2,31147;;;
170415;0000;1,88264;;;
170416;0000;3,27806;;;
170417;0000;2,29693;;;
170418;0000;0,531425;;;
170419;0000;0,219192;;;
170420;0000;0,187751;;;
170421;0000;0,223889;;;
170422;0000;0,31351;;;
170423;0000;0,282653;;;
170424;0000;0,689607;;;
170425;0000;0,378526;;;
170426;0000;0,448008;;;
170427;0000;0,311992;;;
170428;0000;0,141372;;;
170429;0000;0,274074;;;
170430;0000;0,110907;;;
170501;0000;0,49;;;
170502;0000;0,25;;;
170503;0000;0,86;;;
170504;0000;0,4;;;
170505;0000;1,7;;;
170506;0000;2,11;;;
170507;0000;1,16;;;
170508;0000;1,06;;;
170509;0000;2,22;;;
170510;0000;4,45;;;
170511;0000;2,88;;;
170512;0000;2,85;;;
170513;0000;2,01;;;
170514;0000;;;;
170515;0000;0,55;;;
170516;0000;1,12;;;
170517;0000;0,77;;;
170518;0000;1,11;;;
170519;0000;0,41;;;
170520;0000;;;;
170521;0000;0,15;;;
170522;0000;0,2;;;
170523;0000;0,29;;;
170524;0000;0,8;;;
170525;0000;0,3;;;
170526;0000;0,77;;;
170527;0000;0,63;;;
170528;0000;1,09;;;
170529;0000;2,61;;;
170530;0000;3,33;;;
170531;0000;2,02;;;
170601;0000;1,07;;;
170602;0000;1,37;;;
170603;0000;1,33;;;
170604;0000;1,12;;;
170605;0000;0,73;;;
170606;0000;0,68;;;
170607;0000;1,25;;;
170608;0000;0,6;;;
170609;0000;0,54;;;
170610;0000;0,77;;;
170611;0000;0,46;;;
170612;0000;0,9;;;
170613;0000;1,23;;;
170614;0000;2,1;;;
170615;0000;2,29;;;
170616;0000;2,87;;;
170617;0000;2,92;;;
170618;0000;1,12;;;
170619;0000;1,72;;;
170620;0000;2,82;;;
170621;0000;3,12;;;
170622;0000;1,88;;;
170623;0000;2,55;;;
170624;0000;2,19;;;
170625;0000;2,05;;;
170626;0000;1,88;;;
170627;0000;3,15;;;
170628;0000;1,94;;;
170629;0000;2,32;;;
170630;0000;3,53;;;
170701;0000;2,16;;;
170702;0000;4,07;;;
170703;0000;3,18;;;
170704;0000;2,32;;;
170705;0000;3,35;;;
170706;0000;0,84;;;
170707;0000;1,76;;;
170708;0000;2,48;;;
170709;0000;0,89;;;
170710;0000;0,99;;;
170711;0000;1,13;;;
170712;0000;1,77;;;
170713;0000;1,33;;;
170714;0000;2,84;;;
170715;0000;3,36;;;
170716;0000;1,17;;;
170717;0000;1,09;;;
170718;0000;0,6;;;
170719;0000;0,95;;;
170720;0000;1,05;;;
170721;0000;1,73;;;
170722;0000;1,58;;;
170723;0000;0,81;;;
170724;0000;1,08;;;
170725;0000;0,86;;;
170726;0000;1,6;;;
170727;0000;1,25;;;
170728;0000;0,89;;;
170729;0000;1,35;;;
170730;0000;1,98;;;
170731;0000;1,12;;;
170801;0000;0,7;;;
170802;0000;0,64;;;
170803;0000;0,93;;;
170804;0000;1,62;;;
170805;0000;2,09;;;
170806;0000;1,55;;;
170807;0000;1,44;;;
170808;0000;2,74;;;
170809;0000;2,43;;;
170810;0000;2,33;;;
170811;0000;1,6;;;
170812;0000;1,07;;;
170813;0000;1,08;;;
170814;0000;0,78;;;
170815;0000;0,76;;;
170816;0000;0,78;;;
170817;0000;1,58;;;
170818;0000;1,22;;;
170819;0000;1,07;;;
170820;0000;0,47;;;
170821;0000;1,35;;;
170822;0000;0,94;;;
170823;0000;1,68;;;
170824;0000;0,98;;;
170825;0000;1,33;;;
170826;0000;1,49;;;
170827;0000;1,77;;;
170828;0000;3,12;;;
170829;0000;0,92;;;
170830;0000;;;;
170831;0000;;;;
170901;0000;;;;
170902;0000;;;;
170903;0000;;;;
170904;0000;;;;
170905;0000;;;;
170906;0000;;;;
170907;0000;;;;
170908;0000;;;;
170909;0000;0,99;;;
170910;0000;;;;
170911;0000;;;;
170912;0000;0,51;;;
170913;0000;0,82;;;
170914;0000;0,6;;;
170915;0000;0,4;;;
170916;0000;0,32;;;
170917;0000;0,5;;;
170918;0000;0,65;;;
170919;0000;0,38;;;
170920;0000;0,43;;;
170921;0000;0,41;;;
170922;0000;0,47;;;
170923;0000;0,5;;;
170924;0000;0,54;;;
170925;0000;0,78;;;
170926;0000;0,9;;;
170927;0000;0,9;;;
170928;0000;1,26;;;
170929;0000;1,09;;;
170930;0000;0,61;;;
171001;0000;0,43;;;
171002;0000;0,7;;;
171003;0000;1,01;;;
171004;0000;0,75;;;
171005;0000;0,68;;;
171006;0000;0,49;;;
171007;0000;0,44;;;
171008;0000;0,76;;;
171009;0000;0,57;;;
171010;0000;1,03;;;
171011;0000;0,85;;;
171012;0000;0,61;;;
171013;0000;0,4;;;
171014;0000;0,27;;;
171015;0000;0,34;;;
171016;0000;0,42;;;
171017;0000;0,5;;;
171018;0000;0,5;;;
171019;0000;0,45;;;
171020;0000;0,65;;;
171021;0000;0,53;;;
171022;0000;0,6;;;
171023;0000;0,59;;;
171024;0000;0,51;;;
171025;0000;0,43;;;
171026;0000;0,42;;;
171027;0000;0,48;;;
171028;0000;0,42;;;
171029;0000;0,55;;;
171030;0000;0,48;;;
171031;0000;0,97;;;
171101;0000;0,46;;;
171102;0000;0,5;;;
171103;0000;0,67;;;
171104;0000;0,59;;;
171105;0000;0,66;;;
171106;0000;0,46;;;
171107;0000;0,55;;;
171108;0000;0,6;;;
171109;0000;0,49;;;
171110;0000;0,5;;;
171111;0000;0,52;;;
171112;0000;0,45;;;
171113;0000;0,41;;;
171114;0000;0,4;;;
171115;0000;0,38;;;
171116;0000;0,32;;;
171117;0000;0,33;;;
171118;0000;0,31;;;
171119;0000;0,38;;;
171120;0000;0,38;;;
171121;0000;0,5;;;
171122;0000;0,33;;;
171123;0000;0,28;;;
171124;0000;0,27;;;
171125;0000;0,25;;;
171126;0000;0,35;;;
171127;0000;0,25;;;
171128;0000;0,21;;;
171129;0000;0,28;;;
171130;0000;0,46;;;
171201;0000;0,39;;;
171202;0000;0,28;;;
171203;0000;0,2;;;
171204;0000;0,19;;;
171205;0000;0,15;;;
171206;0000;0,16;;;
171207;0000;0,23;;;
171208;0000;0,28;;;
171209;0000;0,27;;;
171210;0000;0,21;;;
171211;0000;0,2;;;
171212;0000;0,19;;;
171213;0000;0,26;;;
171214;0000;0,25;;;
171215;0000;;0,41;;
171216;0000;;0,41;;
171217;0000;;0,61;;
171218;0000;;0,64;;
171219;0000;;0,65;;
171220;0000;;0,73;;
171221;0000;;0,95;;
171222;0000;;0,81;;
171223;0000;;0,7;;
171224;0000;;0,65;;
171225;0000;;;;
171226;0000;;;;
171227;0000;;;;
171228;0000;;;;
171229;0000;;;;
171230;0000;;;;
171231;0000;;;;
180101;0000;;;;
180102;0000;;;;
180103;0000;;;;
180104;0000;;;;
180105;0000;;;;
180106;0000;;;;
180107;0000;;;;
180108;0000;;;;
180109;0000;;;;
180110;0000;;;;
180111;0000;;;;
180112;0000;;;;
180113;0000;;;;
180114;0000;;;;
180115;0000;;;;
180116;0000;;;;
180117;0000;;;;
180118;0000;;;;
180119;0000;0,22;;;
180120;0000;0,14;;;
180121;0000;0,1;;;
180122;0000;0,18;;;
180123;0000;0,24;;;
180124;0000;0,24;;;
180125;0000;0,24;;;
180126;0000;0,22;;;
180127;0000;0,22;;;
180128;0000;0,21;;;
180129;0000;0,23;;;
180130;0000;0,25;;;
180131;0000;0,27;;;
180201;0000;0,24;;;
180202;0000;0,23;;;
180203;0000;0,27;;;
180204;0000;0,21;;;
180205;0000;0,29;;;
180206;0000;0,29;;;
180207;0000;0,29;;;
180208;0000;0,4;;;
180209;0000;0,48;;;
180210;0000;0,55;;;
180211;0000;0,62;;;
180212;0000;0,35;;;
180213;0000;;;;
180214;0000;;;;
180215;0000;;;;
180216;0000;0,15;;;
180217;0000;0,15;;;
180218;0000;0,11;;;
180219;0000;0,13;;;
180220;0000;0,18;;;
180221;0000;0,25;;;
180222;0000;0,14;;;
180223;0000;0,19;;;
180224;0000;0,13;;;
180225;0000;0,1;;;
180226;0000;0,11;;;
180227;0000;0,14;;;
180228;0000;0,1;;;
180301;0000;0,1;;;
180302;0000;0,11;;;
180303;0000;0,26;;;
180304;0000;0,36;;;
180305;0000;0,12;;;
180306;0000;0,12;;;
180307;0000;0,23;;;
180308;0000;0,15;;;
180309;0000;0,22;;;
180310;0000;0,16;;;
180311;0000;0,17;;;
180312;0000;0,2;;;
180313;0000;0,31;;;
180314;0000;0,33;;;
180315;0000;0,29;;;
180316;0000;0,5;;;
180317;0000;0,51;;;
180318;0000;0,13;;;
180319;0000;0,47;;;
180320;0000;1,52;;;
180321;0000;1,2;;;
180322;0000;0,32;;;
180323;0000;0,58;;;
180324;0000;0,62;;;
180325;0000;0,22;;;
180326;0000;0,33;;;
180327;0000;0,41;;;
180328;0000;0,31;;;
180329;0000;0,31;;;
180330;0000;;;;
180331;0000;;;;
180401;0000;0,19;;;
180402;0000;0,28;;;
180403;0000;0,6;;;
180404;0000;0,47;;;
180405;0000;0,35;;;
180406;0000;0,61;;;
180407;0000;0,71;;;
180408;0000;0,86;;;
180409;0000;1,17;;;
180410;0000;0,45;;;
180411;0000;0,5;;;
180412;0000;0,65;;;
180413;0000;1,11;;;
180414;0000;0,45;;;
180415;0000;0,41;;;
180416;0000;;;1,06;
180417;0000;;;1;
180418;0000;;;1,01;
180419;0000;;;1,15;
180420;0000;;;1,03;
180421;0000;;;1,02;
180422;0000;;;1,03;
180423;0000;;;1,02;
180424;0000;;;1,12;
180425;0000;;;1,65;
180426;0000;;;1,18;
180427;0000;;;1,13;
180428;0000;;;1,17;
180429;0000;;;1,38;
180430;0000;;;2,29;
180501;0000;;;1,35;
180502;0000;;;1,48;
180503;0000;;;1,02;
180504;0000;;;1,63;
180505;0000;;;2,54;
180506;0000;;;3,86;
180507;0000;;;2,91;
180508;0000;;;1,04;
180509;0000;;;0,75;
180510;0000;0,36;;;
180511;0000;0,75;;;
180512;0000;1,58;;;
180513;0000;1,44;;;
180514;0000;0,93;;;
180515;0000;1,67;;;
180516;0000;1,2;;;
180517;0000;1,37;;;
180518;0000;2,04;;;
180519;0000;0,91;;;
180520;0000;0,63;;;
180521;0000;0,31;;;
180522;0000;0,54;;;
180523;0000;0,6;;;
180524;0000;0,66;;;
180525;0000;1,39;;;
180526;0000;0,4;;;
180527;0000;1,91;;;
180528;0000;0,86;;;
180529;0000;1,05;;;
180530;0000;0,68;;;
180531;0000;0,48;;;
180601;0000;3,18;;;
180602;0000;6,24;;;
180603;0000;4,89;;;
180604;0000;2,9;;;
180605;0000;2,11;;;
180606;0000;1,41;;;
180607;0000;2,29;;;
180608;0000;1,08;;;
180609;0000;2,68;;;
180610;0000;4,85;;;
180611;0000;3,09;;;
180612;0000;5,61;;;
180613;0000;3,78;;;
180614;0000;3,47;;;
180615;0000;1,67;;;
180616;0000;1,42;;;
180617;0000;2,14;;;
180618;0000;1,58;;;
180619;0000;0,72;;;
180620;0000;0,92;;;
180621;0000;0,68;;;
180622;0000;1,18;;;
180623;0000;1,62;;;
180624;0000;0,66;;;
180625;0000;1,11;;;
180626;0000;1,02;;;
180627;0000;1,25;;;
180628;0000;1,1;;;
180629;0000;1,08;;;
180630;0000;1,79;;;
180701;0000;2,49;;;
180702;0000;;;;
180703;0000;5,23;;;
180704;0000;3,44;;;
180705;0000;1,99;;;
180706;0000;3,33;;;
180707;0000;4,2;;;
180708;0000;4,16;;;
180709;0000;5,9;;;
180710;0000;2,13;;;
180711;0000;1,4;;;
180712;0000;1,09;;;
180713;0000;1,22;;;
180714;0000;1,33;;;
180715;0000;1,64;;;
180716;0000;1,15;;;
180717;0000;1,59;;;
180718;0000;1,03;;;
180719;0000;1,09;;;
180720;0000;1,35;;;
180721;0000;0,87;;;
180722;0000;0,77;;;
180723;0000;0,52;;;
180724;0000;1,39;;;
180725;0000;1,72;;;
180726;0000;4,66;;;
180727;0000;1,82;;;
180728;0000;;;;
180729;0000;;;;
180730;0000;0,6;;;
180731;0000;0,33;;;
180801;0000;1,21;;;
180802;0000;2,85;;;
180803;0000;0,54;;;
180804;0000;0,82;;;
180805;0000;0,75;;;
180806;0000;1,41;;;
180807;0000;1,14;;;
180808;0000;2,13;;;
180809;0000;1,94;;;
180810;0000;1,77;;;
180811;0000;3,3;;;
180812;0000;2,52;;;
180813;0000;1,43;;;
180814;0000;0,55;;;
180815;0000;0,51;;;
180816;0000;0,58;;;
180817;0000;0,74;;;
180818;0000;0,76;;;
180819;0000;0,66;;;
180820;0000;1,72;;;
180821;0000;1,49;;;
180822;0000;1,54;;;
180823;0000;0,3;;;
180824;0000;0,39;;;
180825;0000;0,39;;;
180826;0000;0,25;;;
180827;0000;0,19;;;
180828;0000;0,53;;;
180829;0000;0,51;;;
180830;0000;1,59;;;
180831;0000;2,9;;;
180901;0000;0,83;;;
180902;0000;0,22;;;
180903;0000;0,72;;;
180904;0000;;;;
180905;0000;0,84;;;
180906;0000;0,14;;;
180907;0000;0,14;;;
180908;0000;0,2;;;
180909;0000;0,64;;;
180910;0000;0,5;;;
180911;0000;0,19;;;
180912;0000;0,16;;;
180913;0000;0,16;;;
180914;0000;0,22;;;
180915;0000;0,35;;;
180916;0000;0,56;;;
180917;0000;0,33;;;
180918;0000;0,35;;;
180919;0000;0,45;;;
180920;0000;0,81;;;
180921;0000;0,57;;;
180922;0000;0,36;;;
180923;0000;0,3;;;
180924;0000;0,73;;;
180925;0000;0,78;;;
180926;0000;0,45;;;
180927;0000;0,82;;;
180928;0000;0,47;;;
180929;0000;0,46;;;
180930;0000;0,31;;;
181001;0000;0,24;;;
181002;0000;0,18;;;
181003;0000;0,45;;;
181004;0000;0,24;;;
181005;0000;1,01;;;
181006;0000;0,41;;;
181007;0000;0,46;;;
181008;0000;0,58;;;
181009;0000;0,63;;;
181010;0000;0,42;;;
181011;0000;0,35;;;
181012;0000;;;0,52;
181013;0000;;;0,77;
181014;0000;;;0,8;
181015;0000;;;0,9;
181016;0000;;;1,81;
181017;0000;;;1,49;
181018;0000;;;0,78;
181019;0000;;;0,92;
181020;0000;;;1,4;
181021;0000;;;1,14;
181022;0000;;;1,44;
181023;0000;;;2,34;
181024;0000;;;1,66;
181025;0000;;;1,19;
181026;0000;;;1,14;
181027;0000;;;1,16;
181028;0000;;;1,31;
181029;0000;;;0,98;
181030;0000;;;1,24;
181031;0000;;;1,68;
181101;0000;;;1,55;
181102;0000;;;1,44;
181103;0000;;;1,31;
181104;0000;;;1,1;
181105;0000;;;1,37;
181106;0000;;;1,37;
181107;0000;;;1,19;
181108;0000;;;1,25;
181109;0000;;;1,56;
181110;0000;;;1,56;
181111;0000;;;1,45;
181112;0000;;;1,27;
181113;0000;;;1;
181114;0000;;;1,16;
181115;0000;;;1,07;
181116;0000;;;1,06;
181117;0000;;;1,09;
181118;0000;;;1;
181119;0000;;;1,17;
181120;0000;;;1,32;
181121;0000;;;1,5;
181122;0000;;;1,11;
181123;0000;;;1,1;
181124;0000;;;1,1;
181125;0000;;;1,23;
181126;0000;;;1,28;
181127;0000;;;1,11;
181128;0000;;;1,35;
181129;0000;;;1,2;
181130;0000;;;1,11;
181201;0000;;;1,38;
181202;0000;;;1,46;
181203;0000;;;1,42;
181204;0000;;;1,02;
181205;0000;;;1,76;
181206;0000;;;2,03;
181207;0000;;;2,44;
181208;0000;;;;
181209;0000;;;;
181210;0000;;;;
181211;0000;;;0,75;
181212;0000;;;0,78;
181213;0000;;;0,7;
181214;0000;;;0,7;
181215;0000;;;0,7;
181216;0000;;;;
181217;0000;;;;
181218;0000;;;;
181219;0000;;;;
181220;0000;;;0,93;
181221;0000;;;0,58;
181222;0000;0,11;;;
181223;0000;0,14;;;
181224;0000;0,21;;;
181225;0000;0,16;;;
181226;0000;0,16;;;
181227;0000;0,15;;;
181228;0000;0,22;;;
181229;0000;0,31;;;
181230;0000;0,23;;;
181231;0000;;0,36;;
190101;0000;0,36;;;
190102;0000;0,32;;;
190103;0000;0,26;;;
190104;0000;0,2;;;
190105;0000;0,18;;;
190106;0000;0,18;;;
190107;0000;0,45;;;
190108;0000;0,31;;;
190109;0000;0,4;;;
190110;0000;0,28;;;
190111;0000;0,32;;;
190112;0000;0,4;;;
190113;0000;0,3;;;
190114;0000;0,2;;;
190115;0000;0,32;;;
190116;0000;0,45;;;
190117;0000;0,28;;;
190118;0000;0,25;;;
190119;0000;0,26;;;
190120;0000;0,27;;;
190121;0000;0,44;;;
190122;0000;0,38;;;
190123;0000;0,3;;;
190124;0000;0,32;;;
190125;0000;0,46;;;
190126;0000;0,45;;;
190127;0000;0,32;;;
190128;0000;0,27;;;
190129;0000;0,36;;;
190130;0000;0,37;;;
190131;0000;0,39;;;
190201;0000;0,37;;;
190202;0000;0,54;;;
190203;0000;0,49;;;
190204;0000;0,48;;;
190205;0000;0,4;;;
190206;0000;0,43;;;
190207;0000;0,44;;;
190208;0000;0,44;;;
190209;0000;0,38;;;
190210;0000;0,47;;;
190211;0000;0,48;;;
190212;0000;0,37;;;
190213;0000;0,37;;;
190214;0000;0,36;;;
190215;0000;0,28;;;
190216;0000;0,19;;;
190217;0000;0,17;;;
190218;0000;0,23;;;
190219;0000;0,31;;;
190220;0000;0,43;;;
190221;0000;0,59;;;
190222;0000;0,72;;;
190223;0000;0,41;;;
190224;0000;0,67;;;
190225;0000;0,67;;;
190226;0000;0,43;;;
190227;0000;0,6;;;
190228;0000;0,69;;;
190301;0000;0,62;;;
190302;0000;0,71;;;
190303;0000;0,73;;;
190304;0000;0,76;;;
190305;0000;0,89;;;
190306;0000;1,07;;;
190307;0000;1,02;;;
190308;0000;0,85;;;
190309;0000;0,9;;;
190310;0000;0,97;;;
190311;0000;0,69;;;
190312;0000;0,92;;;
190313;0000;1,02;;;
190314;0000;1,06;;;
190315;0000;1,16;;;
190316;0000;0,87;;;
190317;0000;0,85;;;
190318;0000;1,02;;;
190319;0000;1,34;;;
190320;0000;1,05;;;
190321;0000;1,15;;;
190322;0000;0,96;;;
190323;0000;0,93;;;
190324;0000;0,91;;;
190325;0000;1,49;;;
190326;0000;1,8;;;
190327;0000;1,6;;;
190328;0000;1,09;;;
190329;0000;1;;;
190330;0000;1,26;;;
190331;0000;0,92;;;
190401;0000;0,98;;;
190402;0000;0,85;;;
190403;0000;0,99;;;
190404;0000;0,96;;;
190405;0000;0,96;;;
190406;0000;1,06;;;
190407;0000;1,32;;;
190408;0000;1,15;;;
190409;0000;1,05;;;
190410;0000;0,53;;;
190411;0000;0,44;;;
190412;0000;0,8;;;
190413;0000;0,65;;;
190414;0000;0,54;;;
190415;0000;0,48;;;
190416;0000;0,93;;;
190417;0000;0,64;;;
190418;0000;0,6;;;
190419;0000;0,82;;;
